# Program:featureCounts v2.0.3; Command:"featureCounts" "-s" "2" "-a" "./genome/chr1-hg19_genes.gtf" "-o" "./results/RNA_seq_featurecounts.txt" "./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam" "./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam" "./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	./results/Irrel_kd_1_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_2_Aligned.sortedByCoord.out.bam	./results/Irrel_kd_3_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_1_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_2_Aligned.sortedByCoord.out.bam	./results/Mov10_oe_3_Aligned.sortedByCoord.out.bam
LOC731275	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	243219616;243220666;243222780;243223721;243229375;243230393;243230927;243232883;243242290;243245192;243251012;243252623;243254833;243255343;243255781;243259293;243260492;243264688	243220572;243220723;243222970;243223839;243229543;243230589;243231024;243233006;243242354;243245427;243251534;243252681;243254898;243255496;243255997;243259424;243260601;243265046	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3834	4	3	4	2	2	2
CEP170	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	243287730;243287730;243287730;243291551;243291551;243291551;243292662;243292662;243292662;243299445;243299445;243299445;243303239;243303239;243303239;243305588;243305618;243305618;243319523;243319523;243319523;243327586;243327586;243327586;243332930;243332930;243332930;243335999;243335999;243335999;243349081;243349561;243349561;243349561;243354320;243354320;243354320;243362362;243362362;243362362;243363820;243363820;243363820;243364079;243364079;243364079;243375186;243375186;243375186;243385026;243385026;243385026;243388478;243388478;243388478;243418342;243418342;243418342	243290040;243290040;243290040;243291602;243291602;243291602;243292755;243292755;243292755;243299533;243299533;243299533;243303409;243303409;243303409;243305765;243305765;243305765;243319757;243319649;243319757;243329418;243329418;243329418;243333056;243333056;243333056;243336148;243336148;243336148;243349374;243349724;243349724;243349724;243354796;243354796;243354796;243362496;243362496;243362496;243363982;243363982;243363982;243364135;243364135;243364135;243375266;243375266;243375266;243385115;243385115;243385115;243388623;243388623;243388623;243418708;243418708;243418708	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7214	3	1	1	0	1	0
SDCCAG8	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	243419307;243433407;243434280;243437845;243449574;243456393;243468015;243471291;243480057;243493842;243504341;243507517;243542023;243579004;243581270;243589729;243652316;243663058	243419542;243433559;243434365;243437958;243449699;243456521;243468079;243471479;243480195;243493994;243504475;243507633;243542165;243579131;243581378;243589860;243652442;243663393	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2617	0	0	0	0	0	0
MIR4677	chr1	243509478	243509557	+	80	0	0	0	0	0	0
AKT3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	243651535;243663021;243663021;243663039;243675626;243675626;243675626;243708812;243708812;243708812;243716031;243716031;243716031;243727022;243727022;243727022;243736228;243736228;243736228;243776973;243776973;243776973;243778398;243778398;243778398;243800913;243800913;243800913;243809195;243809195;243809195;243828074;243828074;243828074;243858893;243858893;243858893;244006427;244006427;244006427;244006846	243651752;243663088;243668636;243663088;243675728;243675728;243675728;243708899;243708899;243708899;243716245;243716245;243716245;243727150;243727150;243727150;243736350;243736350;243736350;243777041;243777041;243777041;243778463;243778463;243778463;243801044;243801044;243801044;243809339;243809339;243809339;243828185;243828185;243828185;243859018;243859018;243859018;244006584;244006584;244006584;244006886	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7341	1	1	0	0	1	1
LOC339529	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	244080704;244141712;244166685;244168360;244173323;244173999;244188268;244190538;244204729;244206725;244208530;244210194	244080828;244141821;244166802;244168460;244173394;244174222;244188371;244190736;244204857;244206851;244208593;244210619	+;+;+;+;+;+;+;+;+;+;+;+	1799	0	0	0	0	0	0
ZNF238	chr1;chr1;chr1	244214561;244216582;244217090	244214746;244220778;244220778	+;+;+	4383	0	0	1	0	0	0
C1orf100	chr1;chr1;chr1;chr1;chr1	244515937;244527990;244538674;244541769;244552253	244516036;244528058;244538769;244541941;244552393	+;+;+;+;+	579	0	0	0	0	0	0
ADSS	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	244571794;244574589;244579283;244580930;244582062;244583472;244586137;244587255;244587623;244595847;244600127;244600968;244614937	244572940;244574738;244579380;244581054;244582216;244583598;244586218;244587362;244587689;244595897;244600195;244601070;244615436	-;-;-;-;-;-;-;-;-;-;-;-;-	2782	1	2	1	0	0	3
C1orf101	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	244624673;244624673;244624673;244627210;244627210;244640843;244640843;244640843;244641208;244641208;244641208;244643019;244643019;244643019;244653749;244653749;244662304;244662304;244681894;244681894;244681894;244715624;244715624;244715624;244723970;244723970;244723970;244735632;244735632;244735632;244745098;244745098;244745098;244747166;244747166;244747166;244751784;244751784;244751784;244754983;244754983;244754983;244756697;244756697;244756697;244756801;244756801;244756801;244768997;244768997;244768997;244773542;244773542;244773542;244780831;244780831;244798791;244798791;244798791;244803230;244803230;244803230	244624796;244624796;244624796;244627258;244627258;244640916;244640916;244640916;244641277;244641277;244641277;244643086;244643086;244643086;244653773;244653773;244662381;244662381;244682000;244682000;244682000;244716116;244716116;244716116;244724447;244724447;244724447;244736074;244736074;244736074;244745156;244745156;244745156;244747241;244747241;244747241;244751836;244751836;244751836;244755033;244755033;244755033;244756730;244756730;244756730;244756880;244756880;244756880;244769096;244769096;244769096;244773628;244773628;244773628;244780988;244780988;244798844;244798844;244798844;244803662;244803662;244803662	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3194	0	0	0	0	0	0
PPPDE1	chr1;chr1;chr1;chr1;chr1	244816352;244849899;244852551;244855181;244868858	244816657;244849971;244852644;244855322;244872334	+;+;+;+;+	4092	5	1	0	1	0	1
FAM36A	chr1;chr1;chr1;chr1	244998639;245005246;245005497;245006343	244999058;245005360;245005560;245008359	+;+;+;+	2616	0	0	0	0	0	0
NCRNA00201	chr1;chr1	245003940;245009906	245008646;245010243	-;-	5045	0	1	0	0	0	0
HNRNPU	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	245013602;245013602;245018275;245018275;245018726;245018726;245019206;245019206;245019759;245019759;245020030;245020030;245020900;245020900;245021313;245021313;245022031;245022031;245022577;245022577;245023637;245023637;245025763;245025763;245025921;245025921;245026919;245026976	245017805;245017805;245018346;245018346;245018910;245018910;245019460;245019460;245019927;245019927;245020158;245020158;245021019;245021019;245021576;245021576;245022143;245022143;245022676;245022676;245023776;245023776;245025836;245025836;245026032;245026032;245027827;245027827	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6846	11	17	6	5	12	4
EFCAB2	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	245133171;245133284;245133631;245133631;245133631;245133631;245165423;245165423;245180544;245180544;245180544;245180544;245222688;245222688;245222688;245222688;245222688;245245385;245245385;245245385;245245385;245245385;245246744;245246744;245246744;245246744;245246744;245246924;245246924;245246924;245246924;245246924;245250547;245250547;245285222;245285222;245285222	245133345;245133745;245133745;245133745;245133745;245133745;245165534;245165534;245180628;245180628;245180628;245180628;245222760;245222760;245222760;245222760;245222760;245245464;245245464;245245464;245245464;245245464;245246786;245246786;245246786;245246786;245246786;245246990;245246990;245246990;245246990;245246990;245251148;245251148;245288530;245288530;245288530	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4946	1	0	0	1	0	0
KIF26B	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	245318287;245319584;245530136;245582881;245704069;245765879;245770953;245772568;245775095;245809423;245847535;245848707;245861408;245862189;245865760	245318789;245319985;245530669;245583047;245704252;245766085;245771046;245772830;245775278;245809582;245847697;245852109;245861610;245862339;245866428	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7287	0	0	0	0	0	0
SMYD3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	245912642;245912642;245927343;245927343;246021798;246021798;246027101;246027101;246078832;246078832;246091233;246091233;246093172;246093172;246490503;246490503;246493782;246493782;246498669;246498669;246518333;246518333;246580598;246670356	245912966;245912966;245927451;245927451;246021972;246021972;246027188;246027188;246078942;246078942;246091335;246091335;246093239;246093239;246490639;246490639;246493839;246493839;246498776;246498776;246518396;246518396;246580714;246670644	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1752	0	1	0	1	0	0
LOC255654	chr1;chr1;chr1	246679341;246681001;246687499	246680132;246681081;246687589	-;-;-	964	0	0	0	0	0	0
TFB2M	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	246703863;246707823;246711847;246714515;246719875;246720683;246727648;246729128	246704504;246707983;246711909;246714604;246720023;246720836;246727736;246729565	-;-;-;-;-;-;-;-	1786	0	0	0	0	0	0
CNST	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	246729639;246729639;246754814;246754814;246784731;246784731;246795196;246795196;246797226;246797226;246797775;246797775;246805051;246805051;246805243;246805243;246810441;246810441;246823501;246829002	246729965;246730091;246755243;246755243;246784936;246784936;246795226;246795226;246797312;246797312;246797889;246797889;246805072;246805072;246805339;246805339;246811339;246811544;246823636;246831884	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5564	0	0	0	0	1	0
SCCPDH	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	246887378;246890194;246899277;246903474;246907378;246921528;246922336;246923259;246923473;246927548;246929360;246930497	246887914;246890306;246899357;246903603;246907427;246921658;246922453;246923378;246923529;246927659;246929441;246931440	+;+;+;+;+;+;+;+;+;+;+;+	2475	1	0	0	0	0	0
LOC149134	chr1;chr1	246952919;246953748	246953000;246954788	+;+	1123	0	0	0	0	0	0
AHCTF1	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	247002402;247005996;247007097;247012917;247016393;247019032;247020993;247024201;247025261;247027226;247030546;247030963;247039339;247040252;247040460;247048795;247050513;247051479;247051696;247053268;247054258;247055081;247057961;247059137;247061510;247062753;247063367;247063639;247065827;247067251;247068843;247070853;247076534;247079444;247081552;247094610	247004300;247006078;247007230;247014744;247016601;247019129;247021116;247024597;247025455;247027418;247030653;247031113;247039489;247040383;247040604;247048982;247050659;247051535;247051819;247053361;247054362;247055221;247058050;247059227;247061638;247062814;247063548;247063771;247065977;247067335;247068959;247071060;247076714;247079697;247081679;247094726	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8631	2	1	0	0	0	0
ZNF695	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	247108849;247108849;247130997;247130997;247148625;247151423;247151427;247162650;247162650;247162650;247163214;247163214;247163214;247171208;247171208;247171208	247109129;247109129;247131094;247131094;247151557;247151557;247151557;247162742;247162742;247162742;247163376;247163376;247163376;247171395;247171395;247171395	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3756	0	0	0	0	0	0
ZNF670-ZNF695	chr1;chr1;chr1;chr1;chr1;chr1;chr1	247108849;247130997;247143142;247151423;247162650;247163250;247241896	247109129;247131094;247143306;247151557;247162742;247163376;247242115	-;-;-;-;-;-;-	1119	0	0	0	0	0	0
ZNF670	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	247197940;247197940;247202112;247202112;247202713;247202713;247241896;247241896	247201726;247201729;247202172;247202172;247202839;247202839;247242115;247242115	-;-;-;-;-;-;-;-	4198	0	0	0	0	0	0
ZNF669	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	247263264;247263264;247265033;247265033;247265289;247265289;247267241;247267499	247264621;247264621;247265093;247265093;247265415;247265415;247267674;247267674	-;-;-;-;-;-;-;-	1980	0	0	0	0	0	0
C1orf229	chr1	247273462	247275719	-	2258	0	0	0	0	0	0
ZNF124	chr1;chr1;chr1;chr1	247319203;247322308;247322989;247335150	247320519;247322368;247323115;247335318	-;-;-;-	1674	0	0	0	0	0	0
MIR3916	chr1	247365269	247365362	-	94	0	0	0	0	0	0
VN1R5	chr1	247419374	247420447	+	1074	0	0	0	0	0	0
ZNF496	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	247463622;247471777;247473001;247473626;247486456;247491985;247492491;247493268;247494734	247464578;247471890;247473108;247473758;247486532;247492168;247492917;247493383;247495045	-;-;-;-;-;-;-;-;-	2428	0	0	0	0	0	0
NLRP3	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	247579458;247579458;247581351;247581351;247581351;247581351;247581355;247581531;247582059;247586532;247586532;247586532;247586532;247586532;247586532;247587149;247587149;247587149;247587149;247587149;247587149;247592887;247592887;247592887;247592887;247597405;247597405;247597405;247597405;247597405;247597405;247599272;247599272;247599272;247599272;247607274;247607274;247607274;247607274;247607274;247607274;247607953;247607953;247607953;247607953;247607953;247607953;247611707;247611707;247611707;247611707;247611707;247611707	247579495;247579495;247582379;247582379;247582379;247582379;247582379;247581592;247582379;247586651;247586651;247586651;247586651;247586651;247586651;247588901;247588901;247588901;247588901;247588901;247588901;247593057;247593057;247593057;247593057;247597575;247597575;247597575;247597575;247597575;247597575;247599442;247599442;247599442;247599442;247607444;247607444;247607444;247607444;247607444;247607444;247608123;247608123;247608123;247608123;247608123;247608123;247612406;247612406;247612406;247612406;247612406;247612406	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4495	0	0	0	0	0	0
OR2B11	chr1	247614331	247615284	-	954	0	0	0	0	0	0
OR2W5	chr1	247654370	247655711	+	1342	0	0	0	0	0	0
LOC148824	chr1;chr1;chr1;chr1	247687981;247689672;247691659;247693892	247689235;247690048;247691724;247694106	-;-;-;-	1913	0	0	0	0	0	0
OR2C3	chr1;chr1	247693434;247696809	247695842;247697141	-;-	2742	0	0	0	0	0	0
C1orf150	chr1;chr1;chr1;chr1;chr1	247712451;247719709;247726892;247729233;247737445	247712522;247719768;247726941;247729261;247739848	+;+;+;+;+	2615	0	0	0	0	0	0
OR2G2	chr1	247751662	247752615	+	954	0	0	0	0	0	0
OR2G3	chr1	247768888	247769817	+	930	0	0	0	0	0	0
OR13G1	chr1	247835420	247836343	-	924	0	0	0	0	0	0
OR6F1	chr1	247875131	247876057	-	927	0	0	0	0	0	0
OR1C1	chr1	247920764	247921708	-	945	0	0	0	0	0	0
OR14A16	chr1	247978102	247979031	-	930	0	0	0	0	0	0
OR11L1	chr1	248004230	248005198	-	969	0	0	0	0	0	0
TRIM58	chr1;chr1;chr1;chr1;chr1;chr1	248020501;248023919;248028007;248031147;248031265;248039202	248020968;248024014;248028237;248031169;248031365;248043438	+;+;+;+;+;+	5156	0	0	0	0	0	0
OR2W3	chr1	248058889	248059833	+	945	0	0	0	0	0	0
OR2T8	chr1	248084320	248085258	+	939	0	0	0	0	0	0
OR2L13	chr1;chr1;chr1	248100493;248261953;248262660	248100686;248262077;248264224	+;+;+	1884	0	0	0	0	0	0
OR2L8	chr1	248112160	248113098	+	939	0	0	0	0	0	0
OR2AK2	chr1	248128634	248129641	+	1008	0	0	0	0	0	0
OR2L1P	chr1	248153569	248154493	+	925	0	0	0	0	0	0
OR2L2	chr1	248201474	248202607	+	1134	0	0	0	0	0	0
OR2L3	chr1	248223984	248224922	+	939	0	0	0	0	0	0
OR2M1P	chr1	248285438	248286082	+	645	0	0	0	0	0	0
OR2M5	chr1	248308450	248309388	+	939	0	0	0	0	0	0
OR2M2	chr1	248343288	248344331	+	1044	0	0	0	0	0	0
OR2M3	chr1	248366370	248367308	+	939	0	0	0	0	0	0
OR2M4	chr1	248402231	248403166	+	936	0	0	0	0	0	0
OR2T33	chr1	248436154	248437116	-	963	0	0	0	0	0	0
OR2T12	chr1	248457918	248458880	-	963	0	0	0	0	0	0
OR2M7	chr1	248486932	248487870	-	939	0	0	0	0	0	0
OR14C36	chr1	248512077	248513015	+	939	0	0	0	0	0	0
OR2T4	chr1	248524883	248525929	+	1047	0	0	0	0	0	0
OR2T6	chr1	248550910	248551836	+	927	0	0	0	0	0	0
OR2T1	chr1	248569296	248570405	+	1110	0	0	0	0	0	0
OR2T2	chr1	248616099	248617073	+	975	0	0	0	0	0	0
OR2T3	chr1	248636652	248637608	+	957	0	0	0	0	0	0
OR2T5	chr1	248651890	248652837	+	948	0	0	0	0	0	0
OR2G6	chr1	248684948	248685898	+	951	0	0	0	0	0	0
OR2T29	chr1	248721845	248722792	-	948	0	0	0	0	0	0
OR2T34	chr1	248737102	248738058	-	957	0	0	0	0	0	0
OR2T10	chr1	248756131	248757069	-	939	0	0	0	0	0	0
OR2T11	chr1	248789479	248790429	-	951	0	0	0	0	0	0
OR2T35	chr1	248801588	248802559	-	972	0	0	0	0	0	0
OR2T27	chr1	248813232	248814185	-	954	0	0	0	0	0	0
OR14I1	chr1	248844670	248845605	-	936	0	0	0	0	0	0
LOC646627	chr1	248902717	248903151	-	435	0	0	0	0	0	0
SH3BP5L	chr1;chr1;chr1;chr1;chr1;chr1;chr1	249104651;249107188;249108648;249110733;249111021;249118952;249120034	249106569;249107361;249108809;249110861;249111083;249119565;249120154	-;-;-;-;-;-;-	3182	1	0	0	0	0	0
MIR3124	chr1	249120576	249120642	+	67	0	0	0	0	0	0
ZNF672	chr1;chr1;chr1;chr1	249132530;249138682;249139765;249141251	249132750;249138835;249139861;249143714	+;+;+;+	2936	0	0	0	0	0	0
ZNF692	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	249144203;249144203;249144203;249144881;249144881;249144881;249148136;249148136;249148136;249149579;249149579;249149579;249149757;249149757;249149757;249149924;249149924;249149924;249150487;249150487;249150713;249150713;249150713;249151433;249151433;249151433;249152027;249152027;249152027;249152330;249152330;249152330;249152711;249153117;249153214	249144715;249144715;249144715;249144980;249144980;249144980;249148250;249148250;249148250;249149657;249149657;249149657;249149834;249149834;249149834;249150145;249150145;249150145;249150621;249150621;249150761;249150761;249150761;249151696;249151696;249151696;249152058;249152058;249152058;249152520;249152520;249152520;249153125;249153315;249153315	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2383	0	0	1	0	0	0
PGBD2	chr1;chr1;chr1;chr1;chr1;chr1	249200442;249200442;249208015;249208015;249210801;249211478	249200541;249200541;249208078;249208078;249213345;249213345	+;+;+;+;+;+	2709	0	0	0	0	0	0
